sales_id,customer_key,product_key,date_key,quantity,unit_price,amount
78,4,2,20240416,4,1229.47,4917.88
79,3,3,20241106,4,353.81,1415.24
80,2,4,20230313,6,435.94,2615.64
81,3,3,20240703,7,1027.29,7191.03
82,3,1,20230925,2,1318.63,2637.26
83,2,5,20240902,5,81.43,407.15000000000003
84,4,3,20240607,6,668.68,4012.08
85,1,4,20241226,4,400.72,1602.88
86,4,1,20230313,4,562.23,2248.92
87,3,5,20230508,6,1003.5,6021.0
88,3,5,20231201,5,1008.67,5043.349999999999
89,4,3,20241111,3,307.96,923.8799999999999
90,4,2,20230101,5,623.96,3119.8
91,3,3,20240816,4,659.09,2636.36
92,5,3,20241122,8,676.63,5413.04
93,2,5,20230623,8,1195.76,9566.08
94,1,3,20230829,6,162.75,976.5
95,3,2,20230217,4,242.35,969.4
96,2,4,20241006,2,696.74,1393.48
97,5,2,20230907,7,754.21,5279.47
98,2,1,20230813,2,1173.17,2346.34
99,2,5,20230913,8,99.07,792.56
100,1,4,20241114,3,1207.09,3621.2699999999995
101,5,5,20240329,6,1426.31,8557.86
102,5,5,20240715,7,1250.09,8750.63
103,4,2,20230911,8,688.85,5510.8
104,3,5,20231009,8,949.45,7595.6
105,4,1,20231210,5,370.88,1854.4
106,3,5,20230825,2,229.1,458.2
107,4,2,20240222,4,119.74,478.96
108,3,5,20230731,8,638.27,5106.16
109,4,4,20240812,1,1288.68,1288.68
110,4,4,20231102,1,1415.54,1415.54
111,4,4,20231007,4,745.14,2980.56
112,4,4,20241115,1,598.56,598.56
113,4,2,20240929,8,1381.32,11050.56
114,5,1,20241109,7,898.04,6286.28
115,1,1,20240417,7,225.16,1576.12
116,2,1,20230805,5,584.18,2920.8999999999996
117,4,3,20240124,6,1147.81,6886.86
118,3,4,20240426,5,1256.49,6282.45
119,1,5,20231225,1,1499.86,1499.86
120,2,1,20230911,1,1137.49,1137.49
121,2,1,20240429,3,376.85,1130.5500000000002
122,1,5,20230920,4,710.93,2843.72
123,3,2,20230617,2,1172.24,2344.48
124,3,1,20240812,1,1395.11,1395.11
125,4,4,20241208,4,137.09,548.36
126,2,1,20240906,5,1279.18,6395.900000000001
127,1,5,20240314,1,537.13,537.13
128,3,1,20240306,6,43.66,261.96
129,4,1,20241012,7,1442.16,10095.12
130,4,2,20240618,7,284.8,1993.6000000000001
131,3,5,20240829,8,710.69,5685.52
132,3,3,20230330,4,1250.33,5001.32
133,3,4,20240806,4,1131.95,4527.8
134,5,4,20231129,6,67.33,403.98
135,2,4,20230922,4,548.37,2193.48
136,3,3,20240613,5,844.79,4223.95
137,2,1,20240515,4,1087.11,4348.44
138,5,2,20240517,8,977.71,7821.68
139,4,1,20240219,2,459.0,918.0
140,2,3,20240627,6,723.06,4338.36
141,3,4,20240409,6,543.92,3263.5199999999995
142,3,3,20230717,5,365.04,1825.2
143,3,1,20240510,3,307.52,922.56
144,3,5,20230718,5,1471.25,7356.25
145,3,2,20230115,6,289.68,1738.08
146,5,2,20230225,5,92.14,460.7
147,5,3,20240517,3,965.86,2897.58
148,1,1,20240327,5,717.36,3586.8
149,3,2,20240504,1,397.41,397.41
150,1,1,20240813,7,750.33,5252.31
151,1,2,20231108,3,1221.43,3664.29
152,1,2,20240302,2,848.16,1696.32
153,5,5,20240125,4,1169.15,4676.6
154,4,4,20240315,5,1293.75,6468.75
155,3,5,20230412,1,924.21,924.21
156,2,2,20230610,5,999.13,4995.65
157,2,2,20240223,2,255.89,511.78
158,4,5,20230826,8,454.61,3636.88
159,3,3,20230828,8,129.99,1039.92
160,3,5,20240711,4,652.08,2608.32
161,2,2,20230315,5,1244.28,6221.4
162,1,2,20240805,5,902.69,4513.450000000001
163,3,4,20231108,2,716.33,1432.66
164,4,3,20240904,8,670.69,5365.52
165,1,4,20230127,6,915.48,5492.88
166,1,2,20241119,1,1499.37,1499.37
167,3,5,20230629,1,1150.59,1150.59
168,4,5,20230705,8,1376.21,11009.68
169,5,4,20240426,8,1454.36,11634.88
170,3,4,20230418,6,498.56,2991.36
171,2,3,20231023,7,1048.17,7337.1900000000005
172,4,5,20231119,1,695.87,695.87
173,3,3,20240218,2,1456.02,2912.04
174,5,1,20230712,8,634.54,5076.32
175,5,3,20230222,8,947.48,7579.84
176,2,3,20240324,3,1393.32,4179.96
177,4,1,20240915,1,1460.39,1460.39
178,2,2,20240719,5,837.49,4187.45
179,4,1,20230427,4,1488.58,5954.32
180,4,1,20231026,3,760.1,2280.3
181,5,3,20240428,7,1256.22,8793.54
182,2,4,20240905,3,590.79,1772.37
183,5,2,20240229,2,432.46,864.92
184,3,5,20231017,5,1235.31,6176.549999999999
185,3,5,20240402,8,1301.26,10410.08
186,5,4,20240710,6,515.35,3092.1000000000004
187,4,4,20241215,6,1307.66,7845.960000000001
188,2,5,20240225,7,369.5,2586.5
189,1,3,20240126,8,1065.21,8521.68
190,4,2,20230510,8,1448.12,11584.96
191,5,5,20240326,6,1307.81,7846.86
192,1,5,20230528,8,47.64,381.12
193,4,2,20230929,2,717.5,1435.0
194,3,5,20231203,7,983.51,6884.57
195,5,4,20240514,6,949.53,5697.18
196,5,1,20241201,2,371.29,742.58
197,3,2,20230411,2,665.11,1330.22
198,1,4,20230130,3,1048.65,3145.9500000000003
199,1,3,20240119,1,457.72,457.72
200,4,2,20240802,4,808.47,3233.88
201,2,2,20240127,3,141.48,424.43999999999994
202,5,2,20230527,8,1371.42,10971.36
203,2,4,20241113,5,702.87,3514.35
204,1,4,20230611,5,1024.48,5122.4
205,1,4,20231103,6,1481.79,8890.74
206,4,3,20230723,8,1271.82,10174.56
207,4,4,20240808,2,374.88,749.76
208,3,5,20231030,5,1489.22,7446.1
209,1,4,20241203,5,36.94,184.7
210,1,5,20231021,8,1253.44,10027.52
211,2,5,20230714,6,348.03,2088.18
212,5,3,20241004,3,951.67,2855.0099999999998
213,1,3,20240109,8,74.21,593.68
214,2,1,20240301,5,506.91,2534.55
215,2,2,20240110,3,1185.11,3555.33
216,5,5,20230921,5,1249.95,6249.75
217,4,3,20240424,6,1211.24,7267.4400000000005
218,1,2,20241121,4,1293.71,5174.84
219,4,5,20240209,6,158.2,949.1999999999999
220,1,3,20241119,2,695.81,1391.62
221,3,5,20240116,7,1238.07,8666.49
222,1,2,20240728,8,61.91,495.28
223,3,5,20241012,4,980.29,3921.16
224,4,3,20230216,7,197.1,1379.7
225,1,3,20230829,8,196.28,1570.24
226,5,2,20241117,7,694.12,4858.84
227,5,4,20241101,3,1330.99,3992.9700000000003
228,1,4,20231014,7,1410.1,9870.699999999999
229,1,3,20230830,4,678.99,2715.96
230,3,1,20241022,6,828.09,4968.54
231,3,1,20230506,7,431.93,3023.51
232,4,1,20240903,4,971.51,3886.04
233,1,1,20230509,6,384.26,2305.56
234,5,2,20240721,2,1248.98,2497.96
235,2,5,20230827,4,1224.25,4897.0
236,3,2,20230529,1,433.98,433.98
237,2,5,20230423,5,1202.81,6014.049999999999
238,1,2,20230901,1,553.41,553.41
239,5,3,20230223,1,282.01,282.01
240,2,4,20240502,2,1124.86,2249.72
241,4,3,20230815,2,691.71,1383.42
242,5,1,20230201,5,700.61,3503.05
243,1,4,20230421,7,653.75,4576.25
244,4,4,20231126,2,1351.42,2702.84
245,5,2,20241001,2,211.13,422.26
246,5,5,20240903,6,586.83,3520.9800000000005
247,5,3,20240316,8,770.69,6165.52
248,1,1,20230822,4,659.35,2637.4
249,4,3,20230408,8,613.13,4905.04
250,3,4,20240119,6,1006.03,6036.18
251,2,4,20230329,2,159.56,319.12
252,1,4,20240117,2,1123.27,2246.54
253,2,5,20240729,1,890.04,890.04
254,5,3,20241112,2,630.94,1261.88
255,4,1,20231227,5,910.6,4553.0
256,1,5,20240508,4,253.23,1012.92
257,2,1,20240112,6,1271.93,7631.58
258,1,3,20240728,4,1215.65,4862.6
259,5,5,20241104,1,923.27,923.27
260,3,1,20231113,3,428.07,1284.21
261,3,3,20230527,1,292.57,292.57
262,5,4,20241010,2,234.27,468.54
263,1,1,20240409,4,579.89,2319.56
264,3,2,20231129,6,484.67,2908.02
265,5,5,20230609,2,1327.93,2655.86
266,2,5,20231006,1,1019.1,1019.1
267,4,4,20240229,8,920.44,7363.52
268,3,2,20230424,2,534.13,1068.26
269,3,5,20231112,8,802.23,6417.84
270,1,2,20230226,7,1477.06,10339.42
271,1,2,20230521,5,1419.35,7096.75
272,3,3,20240524,6,201.98,1211.8799999999999
273,4,2,20241221,3,585.81,1757.4299999999998
274,2,5,20230213,6,131.31,787.86
275,4,1,20231117,8,1383.71,11069.68
276,5,4,20240303,7,1071.51,7500.57
277,3,1,20231129,7,55.76,390.32
278,2,5,20240106,8,1252.24,10017.92
279,1,4,20240826,2,383.89,767.78
280,4,5,20231114,2,608.76,1217.52
281,3,2,20230320,6,1174.2,7045.200000000001
282,5,1,20231224,4,1361.24,5444.96
283,3,2,20230920,4,176.64,706.56
284,2,2,20241102,3,1146.32,3438.96
285,1,2,20240731,8,709.33,5674.64
286,5,4,20241004,6,1299.76,7798.5599999999995
287,3,2,20240328,8,125.72,1005.76
288,3,3,20230317,1,544.11,544.11
289,3,4,20240113,8,80.47,643.76
290,3,1,20240603,2,932.14,1864.28
291,4,4,20240808,1,688.36,688.36
292,2,3,20230305,8,764.52,6116.16
293,4,1,20230328,6,1474.02,8844.119999999999
294,5,2,20240324,1,390.42,390.42
295,4,5,20231017,3,561.75,1685.25
296,4,4,20230223,6,1026.37,6158.219999999999
297,3,1,20241125,6,164.4,986.4000000000001
298,4,3,20241103,5,1092.51,5462.55
299,5,2,20241110,6,145.22,871.3199999999999
300,2,3,20241216,5,1452.35,7261.75
301,4,2,20240121,2,481.63,963.26
302,3,2,20240309,2,977.89,1955.78
303,5,3,20230704,1,559.83,559.83
304,2,3,20230521,8,308.21,2465.68
305,2,1,20230414,5,1270.53,6352.65
306,5,5,20240924,1,1001.35,1001.35
307,2,5,20230705,7,252.52,1767.64
308,5,2,20240109,8,89.45,715.6
309,2,4,20240404,5,1134.78,5673.9
310,2,5,20240425,4,481.47,1925.88
311,2,3,20231016,8,705.98,5647.84
312,4,5,20230724,7,1450.25,10151.75
313,5,2,20240507,5,101.97,509.85
314,3,5,20240612,2,1074.32,2148.64
315,1,3,20231007,2,1150.6,2301.2
316,4,5,20230404,3,1250.79,3752.37
317,2,4,20240229,6,1397.45,8384.7
318,1,4,20230325,6,372.77,2236.62
319,3,2,20230412,1,495.06,495.06
320,3,2,20240428,3,81.5,244.5
321,2,4,20230323,8,932.64,7461.12
322,1,3,20240715,4,1256.57,5026.28
323,5,5,20231023,7,189.0,1323.0
324,2,3,20240305,2,95.43,190.86
325,5,4,20240526,2,188.52,377.04
326,5,5,20240811,1,957.13,957.13
327,2,2,20240921,5,658.13,3290.65
328,3,2,20241115,7,301.29,2109.03
329,1,5,20240622,6,124.83,748.98
330,5,5,20240426,1,600.92,600.92
331,1,4,20230117,6,399.13,2394.7799999999997
332,3,1,20241103,6,380.66,2283.96
333,1,5,20231227,6,221.78,1330.68
334,5,3,20241202,3,1249.82,3749.46
335,4,4,20230306,3,1221.96,3665.88
336,4,1,20230724,5,322.35,1611.75
337,1,3,20240710,5,785.19,3925.9500000000003
338,4,3,20230715,1,1136.1,1136.1
339,3,3,20231206,1,1302.05,1302.05
340,3,1,20240214,6,669.5,4017.0
341,4,4,20240523,6,1461.24,8767.44
342,4,3,20240310,5,1206.69,6033.450000000001
343,1,4,20231125,3,829.57,2488.71
344,1,1,20231110,6,999.86,5999.16
345,4,5,20240330,7,270.8,1895.6000000000001
346,3,4,20231228,1,1097.05,1097.05
347,5,4,20230228,5,968.22,4841.1
348,1,4,20241126,6,781.8,4690.799999999999
349,2,1,20241125,3,1276.79,3830.37
350,4,1,20241022,3,124.17,372.51
351,3,3,20230203,7,1425.46,9978.220000000001
352,5,2,20240116,8,1424.51,11396.08
353,4,1,20240212,3,805.95,2417.8500000000004
354,3,3,20230127,4,1441.77,5767.08
355,2,4,20230501,7,1372.48,9607.36
356,3,3,20240918,8,341.49,2731.92
357,3,4,20230317,4,205.89,823.56
358,4,2,20241129,8,1495.96,11967.68
359,3,3,20231025,2,836.25,1672.5
360,3,2,20240604,3,1195.7,3587.1000000000004
361,2,1,20230831,4,1193.3,4773.2
362,4,1,20240113,6,842.18,5053.08
363,4,5,20230330,3,927.62,2782.86
364,1,3,20240505,7,1499.4,10495.800000000001
365,5,4,20230317,7,1239.43,8676.01
366,2,3,20241127,2,688.71,1377.42
367,5,3,20240718,3,1319.99,3959.9700000000003
368,5,2,20230226,3,663.11,1989.33
369,1,5,20230615,3,473.58,1420.74
370,3,2,20240615,6,1422.54,8535.24
371,3,1,20240718,5,314.55,1572.75
372,3,2,20230406,5,931.28,4656.4
373,5,2,20241001,3,277.52,832.56
374,5,3,20230130,1,1242.22,1242.22
375,1,1,20240808,5,985.42,4927.099999999999
376,4,5,20241004,1,759.61,759.61
377,5,3,20241202,5,737.34,3686.7000000000003
378,4,3,20230303,8,132.64,1061.12
379,2,4,20230728,7,739.27,5174.889999999999
380,3,5,20231123,3,486.06,1458.18
381,3,4,20240611,3,1146.98,3440.94
382,5,1,20230506,6,381.56,2289.36
383,3,4,20230221,4,232.79,931.16
384,3,4,20230613,7,391.2,2738.4
385,3,5,20230613,6,305.01,1830.06
386,4,5,20231112,8,760.67,6085.36
387,4,1,20240601,2,1419.22,2838.44
388,4,2,20230219,4,885.43,3541.72
389,1,3,20241031,8,906.34,7250.72
390,4,3,20240317,1,1274.58,1274.58
391,2,3,20240110,6,1151.69,6910.14
392,1,4,20230719,1,866.17,866.17
393,3,5,20240531,5,133.46,667.3000000000001
394,4,5,20240930,5,1242.33,6211.65
395,5,1,20240208,3,1463.25,4389.75
396,3,3,20230723,6,1138.57,6831.42
397,5,5,20230216,7,762.61,5338.27
398,1,2,20240615,6,1210.85,7265.099999999999
399,4,2,20240919,3,508.75,1526.25
400,3,2,20231103,7,1486.16,10403.12
401,5,3,20231103,8,1070.39,8563.12
402,4,1,20230423,6,513.58,3081.4800000000005
403,4,5,20241205,5,1200.21,6001.05
404,1,5,20241102,8,416.66,3333.28
405,5,5,20240820,4,1089.07,4356.28
406,4,2,20241128,7,242.97,1700.79
407,2,1,20240327,2,306.41,612.82
408,3,4,20230728,3,634.12,1902.3600000000001
409,4,5,20230305,8,1312.41,10499.28
410,2,5,20241109,4,852.31,3409.24
411,4,5,20230627,7,487.79,3414.53
412,4,5,20241123,6,830.75,4984.5
413,3,5,20230910,8,308.59,2468.72
414,3,5,20231101,5,356.68,1783.4
415,3,2,20231224,8,492.64,3941.12
416,5,3,20241123,5,204.76,1023.8
417,5,4,20230530,7,1232.11,8624.769999999999
418,3,1,20230322,5,1434.09,7170.45
419,3,4,20230808,5,1127.32,5636.599999999999
420,2,5,20241213,5,1401.21,7006.05
421,3,2,20240823,2,933.12,1866.24
422,2,2,20240627,1,1013.01,1013.01
423,2,2,20231205,1,172.79,172.79
424,4,1,20240717,3,32.64,97.92
425,2,4,20230724,8,729.24,5833.92
426,3,3,20230402,5,977.7,4888.5
427,5,2,20230629,1,1372.01,1372.01
428,4,2,20240211,1,1495.83,1495.83
429,4,2,20230110,5,1318.2,6591.0
430,3,5,20231210,2,1394.47,2788.94
431,3,4,20230518,8,1336.66,10693.28
432,5,4,20230426,5,309.4,1547.0
433,3,2,20230710,8,981.22,7849.76
434,1,3,20230717,5,862.48,4312.4
435,2,5,20240611,7,1244.81,8713.67
436,3,1,20230709,7,1012.15,7085.05
437,2,4,20230107,6,1405.34,8432.039999999999
438,3,4,20231001,4,683.93,2735.72
439,3,3,20240104,1,410.79,410.79
440,2,1,20230613,2,711.46,1422.92
441,4,5,20241016,5,1043.18,5215.900000000001
442,3,3,20230517,4,348.21,1392.84
443,4,2,20240912,8,1127.91,9023.28
444,3,4,20241111,8,1142.09,9136.72
445,2,2,20240624,2,800.12,1600.24
446,3,1,20240714,2,116.09,232.18
447,5,2,20240616,3,267.69,803.0699999999999
448,4,1,20240515,4,1082.45,4329.8
449,1,5,20240409,8,1217.82,9742.56
450,2,5,20230301,7,698.78,4891.46
451,5,4,20240210,5,1091.84,5459.2
452,3,1,20230216,4,878.01,3512.04
453,4,3,20230303,2,823.22,1646.44
454,1,4,20230704,1,448.46,448.46
455,2,4,20240127,6,1489.46,8936.76
456,4,4,20241108,7,143.37,1003.59
457,5,2,20240704,6,199.98,1199.8799999999999
458,4,5,20230817,3,1098.59,3295.7699999999995
459,1,1,20240711,5,707.93,3539.6499999999996
460,4,5,20230911,7,1239.46,8676.220000000001
461,4,3,20230426,3,431.58,1294.74
462,1,4,20230310,1,379.98,379.98
463,1,5,20241119,1,683.5,683.5
464,1,2,20230828,1,618.34,618.34
465,5,2,20231024,1,231.7,231.7
466,2,5,20241119,6,876.78,5260.68
467,3,2,20241107,5,1317.48,6587.4
468,5,2,20230304,7,468.24,3277.6800000000003
469,5,5,20240313,3,948.34,2845.02
470,5,4,20241020,1,1459.13,1459.13
471,4,5,20240223,6,1052.05,6312.299999999999
472,2,3,20240704,7,296.22,2073.54
473,4,2,20241225,4,468.59,1874.36
474,2,4,20240302,1,854.52,854.52
475,5,5,20230919,3,597.92,1793.7599999999998
476,2,3,20240115,2,1385.28,2770.56
477,1,5,20240122,4,101.02,404.08
478,5,5,20230712,1,1313.59,1313.59
479,5,5,20231207,4,732.11,2928.44
480,3,1,20230501,4,1407.31,5629.24
481,4,2,20230903,4,610.03,2440.12
482,5,3,20240630,5,586.48,2932.4
483,3,3,20240524,5,555.48,2777.4
484,4,1,20231124,8,1148.4,9187.2
485,2,3,20240730,6,635.55,3813.2999999999997
486,2,2,20240821,1,409.64,409.64
487,5,4,20231204,5,249.81,1249.05
488,2,4,20241101,4,761.47,3045.88
489,3,3,20241019,8,1450.6,11604.8
490,4,4,20231227,3,1105.84,3317.5199999999995
491,2,2,20240709,8,296.47,2371.76
492,1,5,20230318,1,1262.63,1262.63
493,1,1,20241007,7,227.8,1594.6000000000001
494,2,1,20240601,3,38.48,115.44
495,4,3,20241113,1,936.31,936.31
496,5,4,20240628,8,48.2,385.6
497,5,4,20231009,1,49.67,49.67
498,5,3,20241215,1,765.77,765.77
499,4,2,20240620,2,1379.12,2758.24
500,2,2,20230916,4,939.18,3756.72
501,3,3,20240220,7,141.55,990.8500000000001
502,4,5,20230820,4,1485.59,5942.36
503,3,1,20240124,1,162.91,162.91
504,4,5,20230110,8,107.77,862.16
505,2,1,20241022,8,1271.86,10174.88
506,3,5,20230213,2,1344.82,2689.64
507,2,2,20230318,8,424.87,3398.96
508,3,5,20231119,1,289.55,289.55
509,1,2,20241230,3,1134.58,3403.74
510,4,1,20230904,5,264.61,1323.0500000000002
511,5,4,20230524,6,591.17,3547.0199999999995
512,1,5,20240323,6,104.2,625.2
513,2,1,20240920,6,917.62,5505.72
514,5,4,20231007,6,68.7,412.20000000000005
515,4,4,20240120,4,549.82,2199.28
516,4,2,20240925,7,151.4,1059.8
517,3,2,20230607,2,146.01,292.02
518,4,2,20230420,7,492.1,3444.7000000000003
519,1,1,20231004,5,680.99,3404.95
520,1,2,20240404,2,301.4,602.8
521,5,5,20230402,7,177.36,1241.52
522,3,5,20231129,2,905.46,1810.92
523,4,1,20230328,5,635.37,3176.85
524,5,2,20230623,3,1035.84,3107.5199999999995
525,2,3,20230530,5,420.9,2104.5
526,1,2,20231103,7,432.04,3024.28
527,4,1,20230910,6,396.26,2377.56
528,4,5,20230519,4,700.35,2801.4
529,3,1,20240927,7,515.02,3605.14
530,4,3,20241028,8,518.74,4149.92
531,5,2,20241212,5,497.98,2489.9
532,2,4,20240212,6,287.01,1722.06
533,3,3,20230906,8,1452.45,11619.6
534,3,4,20240207,5,1229.33,6146.65
535,3,1,20240712,4,898.53,3594.12
536,2,5,20240417,1,1430.68,1430.68
537,2,4,20230312,5,1251.14,6255.700000000001
538,4,4,20230905,3,959.17,2877.5099999999998
539,3,2,20230317,7,1188.89,8322.230000000001
540,4,5,20240701,8,883.81,7070.48
541,5,4,20240104,1,1191.31,1191.31
542,5,5,20230912,2,186.32,372.64
543,3,2,20241022,1,855.75,855.75
544,4,3,20230411,7,181.27,1268.89
545,3,2,20240205,4,682.52,2730.08
546,4,5,20230126,3,533.83,1601.4900000000002
547,4,1,20230329,5,638.56,3192.7999999999997
548,1,2,20240411,6,485.04,2910.2400000000002
549,2,5,20230410,8,538.74,4309.92
550,4,4,20230215,6,124.08,744.48
551,1,1,20241124,6,980.76,5884.5599999999995
552,2,2,20231205,3,839.07,2517.21
553,5,4,20240219,8,366.99,2935.92
554,2,2,20240920,7,608.48,4259.360000000001
555,2,4,20241222,7,598.53,4189.71
556,2,2,20230306,5,1134.68,5673.400000000001
557,5,1,20230721,3,564.54,1693.62
558,4,1,20240516,5,1014.28,5071.4
559,5,3,20240824,7,926.68,6486.759999999999
560,1,3,20240924,6,1272.14,7632.84
561,2,3,20231117,2,1016.36,2032.72
562,1,2,20240118,5,197.5,987.5
563,2,5,20230522,7,641.9,4493.3
564,5,4,20241012,7,298.99,2092.9300000000003
565,5,2,20230524,3,747.22,2241.66
566,2,3,20240103,8,938.63,7509.04
567,1,4,20240129,3,312.81,938.4300000000001
568,5,5,20240518,8,628.47,5027.76
569,4,4,20240801,8,271.7,2173.6
570,1,2,20230819,5,73.23,366.15000000000003
571,5,3,20240802,3,1176.59,3529.7699999999995
572,4,5,20231002,2,869.75,1739.5
573,5,3,20240327,1,1146.01,1146.01
574,5,2,20241031,7,176.06,1232.42
575,2,3,20231223,1,688.36,688.36
576,1,4,20230831,2,1169.06,2338.12
577,2,5,20240916,6,1295.05,7770.299999999999
578,4,2,20230731,3,1182.65,3547.9500000000003
579,1,5,20240903,6,810.11,4860.66
580,5,2,20231027,6,1469.03,8814.18
581,3,5,20240610,5,1429.79,7148.95
582,1,2,20231011,7,1380.18,9661.26
583,2,2,20231126,4,240.71,962.84
584,2,4,20241009,8,234.7,1877.6
585,3,4,20241010,7,691.69,4841.83
586,1,4,20240113,5,1049.69,5248.450000000001
587,4,4,20230406,6,883.38,5300.28
588,4,3,20240212,2,1198.62,2397.24
589,2,4,20231127,4,754.7,3018.8
590,3,3,20240511,3,860.06,2580.18
591,3,1,20240415,1,171.87,171.87
592,1,1,20230101,3,675.9,2027.6999999999998
593,4,2,20231106,3,1326.17,3978.51
594,2,3,20230914,2,990.52,1981.04
595,1,3,20241002,3,101.39,304.17
596,3,2,20241221,7,991.84,6942.88
597,1,1,20230516,4,728.29,2913.16
598,5,2,20241213,8,38.7,309.6
599,3,1,20240504,7,1048.7,7340.900000000001
600,1,2,20230415,7,156.76,1097.32
601,1,3,20230521,6,1324.46,7946.76
602,4,2,20240730,3,125.91,377.73
603,1,5,20230807,3,674.15,2022.4499999999998
604,2,4,20230330,8,1293.44,10347.52
605,1,2,20240129,2,894.62,1789.24
606,3,4,20230911,6,1191.84,7151.039999999999
607,3,1,20240906,4,841.26,3365.04
608,5,3,20241105,1,1275.64,1275.64
609,3,2,20231030,4,1128.07,4512.28
610,1,2,20230904,8,594.18,4753.44
611,4,5,20230113,2,804.22,1608.44
612,3,3,20240805,3,595.59,1786.77
613,4,3,20230316,3,1150.02,3450.06
614,1,5,20230809,2,45.35,90.7
615,1,1,20241005,7,772.25,5405.75
616,5,4,20230326,7,1060.17,7421.1900000000005
617,5,5,20231114,3,434.26,1302.78
618,1,5,20230609,4,1462.11,5848.44
619,5,3,20241027,7,889.99,6229.93
620,1,3,20230902,7,1101.69,7711.83
621,1,2,20230429,2,1388.83,2777.66
622,4,5,20241104,1,481.2,481.2
623,2,1,20241219,1,1069.15,1069.15
624,1,2,20240619,8,1430.7,11445.6
625,5,3,20231003,3,573.51,1720.53
626,1,1,20231006,6,1215.48,7292.88
627,5,1,20240813,5,1075.68,5378.400000000001
628,1,4,20230226,8,778.4,6227.2
629,4,5,20230919,3,567.34,1702.02
630,1,5,20240605,2,361.9,723.8
631,1,1,20240428,1,385.71,385.71
632,3,4,20230206,3,288.97,866.9100000000001
633,5,4,20240302,4,499.66,1998.64
634,3,3,20230503,2,868.02,1736.04
635,5,1,20240612,3,354.2,1062.6
636,1,4,20231017,2,1318.56,2637.12
637,3,3,20230109,2,840.81,1681.62
638,3,2,20231108,5,856.61,4283.05
639,5,2,20240520,8,568.2,4545.6
